id,title,title_url,articles_with_corrections,total_articles,percentage_with_corrections
780,Brunswick and Coburg Star (Vic. : 1914 - 1916),http://nla.gov.au/nla.news-title780,656,5844,11.225188227241615
1466,"The Australian Sportsman (Sydney, NSW : 1848)",http://nla.gov.au/nla.news-title1466,55,488,11.270491803278688
387,The Bowral Free Press (NSW : 1884),http://nla.gov.au/nla.news-title387,177,1570,11.273885350318471
468,Young Witness (NSW : 1915 - 1923),http://nla.gov.au/nla.news-title468,10655,94356,11.292339649836789
203,The Sunbury News and Bulla and Melton Advertiser (Vic. : 1892 - 1900),http://nla.gov.au/nla.news-title203,894,7915,11.295009475679091
42,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",http://nla.gov.au/nla.news-title42,82570,730943,11.296366474540424
363,Kiama Independent (NSW : 1947 - 1954),http://nla.gov.au/nla.news-title363,2894,25587,11.31043107828194
340,The Charleville Courier (Qld. : 1896 - 1898),http://nla.gov.au/nla.news-title340,113,997,11.334002006018054
1614,The Corrigin Sun (WA : 1929 - 1930),http://nla.gov.au/nla.news-title1614,144,1270,11.338582677165354
804,Illustrated Sydney News (NSW : 1881 - 1894),http://nla.gov.au/nla.news-title804,2137,18781,11.37852084553538
155,"Alexandra and Yea Standard, Gobur, Thornton and Acheron Express (Vic. : 1877 - 1908)",http://nla.gov.au/nla.news-title155,4449,39005,11.4062299705166
822,"Leader (Angaston, SA : 1918 - 1954)",http://nla.gov.au/nla.news-title822,12276,107581,11.410936875470576
546,Cohuna Farmer's Weekly (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title546,725,6333,11.447970945839254
162,"Australian Band of Hope Journal (Sydney, NSW : 1857)",http://nla.gov.au/nla.news-title162,54,471,11.464968152866243
684,The Mining Record and Grenfell General Advertiser (NSW : 1867 - 1876),http://nla.gov.au/nla.news-title684,407,3533,11.519954712708746
222,"The North Eastern Ensign (Benalla, Vic. : 1872 - 1938)",http://nla.gov.au/nla.news-title222,9664,83722,11.542963617687107
551,"Daylesford Advocate, Yandoit, Glenlyon and Eganstown Chronicle (Vic. : 1914 - 1918)",http://nla.gov.au/nla.news-title551,2320,20070,11.559541604384654
478,Twofold Bay and Maneroo Telegraph (NSW : 1860),http://nla.gov.au/nla.news-title478,65,561,11.58645276292335
1035,"The Teetotal Advocate (Launceston, Tas. : 1843)",http://nla.gov.au/nla.news-title1035,183,1575,11.619047619047619
1068,"Northern Argus (Rockhampton, Qld. : 1865 - 1874)",http://nla.gov.au/nla.news-title1068,2761,23750,11.625263157894738
906,Katoomba Times (NSW : 1889 - 1894),http://nla.gov.au/nla.news-title906,1023,8786,11.643523787844298
521,"Bowral Free Press and Mittagong, Burrawang and Kangaloon Advocate (NSW : 1883 - 1884)",http://nla.gov.au/nla.news-title521,152,1305,11.647509578544062
1092,The Adelaide Express (SA : 1863 - 1866),http://nla.gov.au/nla.news-title1092,2561,21838,11.72726440150197
948,"The Tasmanian Daily News (Hobart Town, Tas. : 1855 - 1858)",http://nla.gov.au/nla.news-title948,2347,20001,11.734413279336033
1116,"The Fremantle Herald (WA : 1913 - 1915, 1919 - 1921)",http://nla.gov.au/nla.news-title1116,1540,13098,11.757520232096503
304,Oakleigh and Caulfield Times Mulgrave and Ferntree Gully Guardian (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title304,706,6004,11.758827448367756
324,Heidelberg News and Greensborough and Diamond Creek Chronicle (Vic. : 1914 - 1916),http://nla.gov.au/nla.news-title324,473,4015,11.78082191780822
288,"South Australian Chronicle and Weekly Mail (Adelaide, SA : 1868 - 1881)",http://nla.gov.au/nla.news-title288,14186,120008,11.820878608092794
1258,"Tasmanian Punch (Hobart Town, Tas. : 1866)",http://nla.gov.au/nla.news-title1258,34,286,11.888111888111888
1144,"The Areas' Express (Booyoolee, SA : 1877 - 1948)",http://nla.gov.au/nla.news-title1144,15909,133809,11.88933479810775
1245,"The People's Advocate or True Friend of Tasmania (Launceston, Tas. : 1855 - 1856)",http://nla.gov.au/nla.news-title1245,436,3665,11.89631650750341
1581,The Mildura Irrigationist and Murray River Agricultural Times (Vic. : 1888),http://nla.gov.au/nla.news-title1581,62,521,11.900191938579654
570,Inglewood Advertiser (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title570,1572,13136,11.967113276492084
1486,"Tribune (SA edition, published in Sydney : 1951 - 1964)",http://nla.gov.au/nla.news-title1486,424,3534,11.997736276174306
1299,The Burrangong Chronicle and Young and Lachlan District Advertiser (NSW : 1901),http://nla.gov.au/nla.news-title1299,3,25,12.0
246,The Bacchus Marsh Express (Vic. : 1866 - 1943),http://nla.gov.au/nla.news-title246,14941,123956,12.053470586337086
12,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",http://nla.gov.au/nla.news-title12,174473,1441736,12.101591414794386
180,"The Inquirer and Commercial News (Perth, WA : 1855 - 1901)",http://nla.gov.au/nla.news-title180,27657,228445,12.10663398192125
912,"Blackheath Beacon (Katoomba, NSW : 1930 - 1931)",http://nla.gov.au/nla.news-title912,72,594,12.121212121212121
1036,"The Teetotaller and General Newspaper (Sydney, NSW : 1842 - 1843)",http://nla.gov.au/nla.news-title1036,198,1627,12.169637369391518
643,Dungog Chronicle : Durham and Gloucester Advertiser (NSW : 1894 - 1954),http://nla.gov.au/nla.news-title643,48808,399654,12.212563867745601
455,The Tumut Advocate and Farmers and Settlers' Adviser (NSW : 1903 - 1925),http://nla.gov.au/nla.news-title455,3107,25373,12.245300122177118
220,Geraldton Guardian and Express (WA : 1929 - 1947),http://nla.gov.au/nla.news-title220,21339,173556,12.295166977805435
205,Mornington Standard (Vic. : 1889 - 1908),http://nla.gov.au/nla.news-title205,4720,38293,12.326012587156923
480,Eden Free Press and Eden District Advertiser (NSW : 1899),http://nla.gov.au/nla.news-title480,62,503,12.326043737574553
1756,"Suburban Life (Perth, WA : 1939)",http://nla.gov.au/nla.news-title1756,29,235,12.340425531914894
959,"Bell's Life in Victoria and Sporting Chronicle (Melbourne, Vic. : 1857 - 1868)",http://nla.gov.au/nla.news-title959,2361,19039,12.400861389778875
333,Moorabbin News (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title333,1298,10393,12.489175406523621
1262,"Hobart Town Punch (Hobart Town, Tas. : 1878)",http://nla.gov.au/nla.news-title1262,4,32,12.5
1281,"The St. James and Devenish Herald (Dookie, Vic. : 1905)",http://nla.gov.au/nla.news-title1281,9,72,12.5
16,The Brisbane Courier (Qld. : 1864 - 1933),http://nla.gov.au/nla.news-title16,374314,2986438,12.533794440065387
786,Beulah Standard and Mallee and Wimmera Advertiser (Vic. : 1916 - 1918),http://nla.gov.au/nla.news-title786,590,4707,12.534523050775439
144,"Healesville Guardian (Lilydale, Vic. : 1942 - 1954)",http://nla.gov.au/nla.news-title144,1665,13225,12.589792060491492
74,Launceston Examiner (Tas. : 1842 - 1899),http://nla.gov.au/nla.news-title74,82280,650099,12.656533850998079
338,"Queensland Figaro (Brisbane, Qld. : 1883 - 1885)",http://nla.gov.au/nla.news-title338,762,6007,12.685200599300817
11,The Canberra Times (ACT : 1926 - 1995),http://nla.gov.au/nla.news-title11,415875,3265867,12.733984574387138
1244,"The Irish Exile and Freedom's Advocate (Hobart Town, Tas. : 1850 - 1851)",http://nla.gov.au/nla.news-title1244,227,1778,12.767154105736783
908,"Blue Mountain Gazette (Katoomba, NSW : 1903 - 1904)",http://nla.gov.au/nla.news-title908,414,3227,12.829253176324759
208,"South Bourke and Mornington Journal (Richmond, Vic. : 1877 - 1920; 1926 - 1927)",http://nla.gov.au/nla.news-title208,10751,83739,12.838701202546007
1151,"The Northern Sportsman (Innisfail, Qld. : 1928)",http://nla.gov.au/nla.news-title1151,9,70,12.857142857142856
718,The Port Adelaide Gazette (SA : 1930),http://nla.gov.au/nla.news-title718,151,1173,12.87297527706735
237,"Standard (Frankston, Vic. : 1939 - 1949)",http://nla.gov.au/nla.news-title237,4801,37167,12.917372938359298
367,Goulburn Herald (NSW : 1881 - 1907),http://nla.gov.au/nla.news-title367,24460,189068,12.937144307868067
255,"The Sunday Mirror (Perth, WA : 1920 - 1921)",http://nla.gov.au/nla.news-title255,425,3283,12.945476698141945
838,"Nashville Times, Gympie and Mary River Mining Gazette (Qld. : 1868)",http://nla.gov.au/nla.news-title838,170,1311,12.967200610221205
325,"Heidelberg News and Greensborough, Eltham and Diamond Creek Chronicle (Vic. : 1916 - 1918)",http://nla.gov.au/nla.news-title325,420,3221,13.039428748835766
411,Gilgandra Weekly (NSW : 1942 - 1955),http://nla.gov.au/nla.news-title411,4615,35325,13.064401981599433
1147,"The Pictorial Australian (Adelaide, SA : 1885 - 1895)",http://nla.gov.au/nla.news-title1147,839,6406,13.097096472057446
871,Good Neighbour (ACT : 1950 - 1969),http://nla.gov.au/nla.news-title871,854,6499,13.14048315125404
1199,"The Possum (Perth, WA : 1887 - 1888)",http://nla.gov.au/nla.news-title1199,89,677,13.146233382570163
198,"The Elsternwick Leader and District Record (Brighton, Vic. : 1887 - 1888)",http://nla.gov.au/nla.news-title198,111,844,13.151658767772512
177,"Hawkesbury Chronicle and Farmers Advocate (Windsor, NSW : 1881 - 1888)",http://nla.gov.au/nla.news-title177,901,6844,13.164815897136178
1128,"Victorian Express (Geraldton, WA : 1878 - 1894)",http://nla.gov.au/nla.news-title1128,3571,27053,13.200014785790856
572,"Kooweerup Sun, Lang Lang Guardian and Cranbourne Shire Record (Vic. : 1918)",http://nla.gov.au/nla.news-title572,100,748,13.368983957219251
127,"Kilmore Free Press (Kilmore, Vic. : 1870 - 1954)",http://nla.gov.au/nla.news-title127,13665,101836,13.418633881927805
724,"The Cumberland Free Press (Parramatta, NSW : 1895 - 1897)",http://nla.gov.au/nla.news-title724,1781,13247,13.444553483807656
1275,"The Magnet Mirror and Murchison Reflector (Meekatharra, WA : 1928 - 1935)",http://nla.gov.au/nla.news-title1275,3752,27815,13.489124573072084
927,Hamilton Spectator and Grange District Advertiser (Vic. : 1860 - 1870),http://nla.gov.au/nla.news-title927,2328,17227,13.513670401114531
555,"Federal Standard (Chiltern, Vic. : 1914 - 1918)",http://nla.gov.au/nla.news-title555,1345,9933,13.540722843048425
1472,The Sydney Daily Advertiser (NSW : 1848),http://nla.gov.au/nla.news-title1472,322,2373,13.569321533923304
41,"South Australian Register (Adelaide, SA : 1839 - 1900)",http://nla.gov.au/nla.news-title41,174531,1284842,13.583849220371066
148,"Advertiser (Hurstbridge, Vic. : 1922 - 1939)",http://nla.gov.au/nla.news-title148,5968,43916,13.58958010747791
157,"Alexandra Standard and Yarck, Gobur, Thornton, Taggerty and Acheron Express (Vic. : 1949 - 1954)",http://nla.gov.au/nla.news-title157,733,5385,13.611884865366761
195,Kerang Times and Swan Hill Gazette (Vic. : 1877 - 1889),http://nla.gov.au/nla.news-title195,4229,30949,13.664415651555787
392,The Bega Gazette and Eden District or Southern Coast Advertiser (NSW : 1865 - 1899),http://nla.gov.au/nla.news-title392,2505,18252,13.724523339907954
231,"Independent (Footscray, Vic. : 1883 - 1922)",http://nla.gov.au/nla.news-title231,8761,63627,13.769311770160467
287,"South Australian Weekly Chronicle (Adelaide, SA : 1858 - 1867)",http://nla.gov.au/nla.news-title287,8632,62017,13.918764209813439
260,Warwick Argus and Tenterfield Chronicle (Qld. : 1866 - 1879),http://nla.gov.au/nla.news-title260,1397,10024,13.9365522745411
1471,"The People's Advocate and New South Wales Vindicator (Sydney, NSW : 1848-1856)",http://nla.gov.au/nla.news-title1471,2290,16380,13.98046398046398
745,"The Hummer (Wagga Wagga, NSW : 1891 - 1892)",http://nla.gov.au/nla.news-title745,103,736,13.994565217391305
9,"Northern Territory Times and Gazette (Darwin, NT : 1873 - 1927)",http://nla.gov.au/nla.news-title9,18612,132856,14.009152766905522
953,The Church of England Messenger for the Diocese of Melbourne (Vic. : 1869),http://nla.gov.au/nla.news-title953,39,278,14.028776978417264
1321,"Express (Granville, NSW : 1933 - 1935)",http://nla.gov.au/nla.news-title1321,17,121,14.049586776859504
720,"The Bega Standard and Candelo, Merimbula, Pambula, Eden, Wolumla, and General Advertiser (NSW : 1876 - 1884)",http://nla.gov.au/nla.news-title720,540,3827,14.110269140318788
803,Illustrated Sydney News and New South Wales Agriculturalist and Grazier (NSW : 1872 - 1881),http://nla.gov.au/nla.news-title803,946,6697,14.125727937882635
552,Donald Times (Vic. : 1915 - 1918),http://nla.gov.au/nla.news-title552,1209,8490,14.240282685512367
1392,"The Spectator (Sydney, NSW : 1846)",http://nla.gov.au/nla.news-title1392,180,1260,14.285714285714285
690,The Shipping Gazette and Sydney General Trade List (NSW : 1844 - 1860),http://nla.gov.au/nla.news-title690,2491,17437,14.285714285714285
1577,"Deutsche Zeitung fur Sud-Australien = German Times for South Australia (Tanunda, SA : 1851)",http://nla.gov.au/nla.news-title1577,2,14,14.285714285714285
1274,"Group Settlement Chronicle and Margaret-Augusta Mail (Busselton, WA : 1923 - 1930)",http://nla.gov.au/nla.news-title1274,1426,9939,14.34751987121441
84,Queanbeyan Age (NSW : 1867 - 1904),http://nla.gov.au/nla.news-title84,9568,66687,14.347623974687721
1100,Adelaide Times (SA : 1848 - 1858),http://nla.gov.au/nla.news-title1100,9327,64909,14.369347856229492
1527,"The Express (Fremantle, WA : 1870-1871)",http://nla.gov.au/nla.news-title1527,471,3266,14.421310471524801
216,Benalla Ensign (Vic. : 1938 - 1954),http://nla.gov.au/nla.news-title216,7773,53630,14.493753496177513
163,"The Band of Hope Journal and Australian Home Companion (Sydney, NSW : 1858)",http://nla.gov.au/nla.news-title163,70,482,14.522821576763487
399,Kapunda Herald and Northern Intelligencer (SA : 1864 - 1878),http://nla.gov.au/nla.news-title399,3169,21808,14.53136463683052
123,Mercury and Weekly Courier (Vic. : 1878 - 1903),http://nla.gov.au/nla.news-title123,4054,27846,14.558643970408678
887,The Moree Examiner and General Advertiser (NSW : 1899),http://nla.gov.au/nla.news-title887,47,321,14.641744548286603
1752,Perth Daily Telegraph (WA : 1922),http://nla.gov.au/nla.news-title1752,120,819,14.652014652014653
1021,"The Guardian (Sydney, NSW : 1844)",http://nla.gov.au/nla.news-title1021,82,558,14.695340501792115
697,Sydney Mail (NSW : 1860 - 1871),http://nla.gov.au/nla.news-title697,7158,48535,14.74811991346451
1200,"The W.A. Bulletin (Fremantle, WA : 1888 - 1890)",http://nla.gov.au/nla.news-title1200,378,2562,14.754098360655737
301,Wangaratta Chronicle (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title301,3638,24465,14.870222767218474
184,"The Australian, Windsor, Richmond, and Hawkesbury Advertiser (NSW : 1873 - 1899)",http://nla.gov.au/nla.news-title184,808,5387,14.999071839613883
996,"Citizen Soldier (Sydney, NSW : 1942)",http://nla.gov.au/nla.news-title996,9,60,15.0
1319,The Auburn and Lidcombe Advance (NSW : 1925 - 1939),http://nla.gov.au/nla.news-title1319,112,745,15.033557046979865
80,"North Australian (Darwin, NT : 1883 - 1889)",http://nla.gov.au/nla.news-title80,1265,8397,15.064904132428246
543,Cobden Times (Vic. : 1918),http://nla.gov.au/nla.news-title543,187,1240,15.080645161290324
1337,Examiner (SA : 1853),http://nla.gov.au/nla.news-title1337,73,482,15.145228215767634
7,"The South Australian Advertiser (Adelaide, SA : 1858 - 1889)",http://nla.gov.au/nla.news-title7,67364,444692,15.148462306495283
57,Bell's Life in Sydney and Sporting Chronicle (NSW : 1860 - 1870),http://nla.gov.au/nla.news-title57,2816,18524,15.201900237529692
65,"Clarence and Richmond Examiner and New England Advertiser (Grafton, NSW : 1859 - 1889)",http://nla.gov.au/nla.news-title65,15409,101097,15.241797481626557
941,"The Britannia and Trades' Advocate (Hobart Town, Tas. : 1846 - 1851)",http://nla.gov.au/nla.news-title941,1262,8270,15.259975816203145
350,"Nepean Times (Penrith, NSW : 1882 - 1962)",http://nla.gov.au/nla.news-title350,48402,314441,15.393030807051245
459,"Western Champion (Parkes, NSW : 1898 - 1934)",http://nla.gov.au/nla.news-title459,30448,196844,15.468086403446385
1098,"The Wooroora Producer (Balaklava, SA : 1909 - 1940)",http://nla.gov.au/nla.news-title1098,10087,65123,15.489151298312423
62,Cairns Morning Post (Qld. : 1907 - 1909),http://nla.gov.au/nla.news-title62,6570,42320,15.524574669187146
149,Eltham and Whittlesea Shires Advertiser (Vic. : 1940 - 1942),http://nla.gov.au/nla.news-title149,1012,6499,15.571626404062163
168,Malvern and Caulfield Standard (Vic. : 1906),http://nla.gov.au/nla.news-title168,24,154,15.584415584415584
35,The Sydney Morning Herald (NSW : 1842 - 1954),http://nla.gov.au/nla.news-title35,909552,5799634,15.682920680856757
193,Williamstown Chronicle (Vic. : 1856 - 1954),http://nla.gov.au/nla.news-title193,23997,152694,15.71574521592204
1016,"Commercial Journal and General Advertiser (Sydney, NSW : 1845)",http://nla.gov.au/nla.news-title1016,165,1046,15.77437858508604
110,Portland Guardian and Normanby General Advertiser (Vic. : 1842 - 1843; 1854 - 1876),http://nla.gov.au/nla.news-title110,9323,58933,15.819659613459352
1056,The Toowoomba Chronicle and Queensland Advertiser (Qld. : 1861 - 1875),http://nla.gov.au/nla.news-title1056,2819,17775,15.859353023909986
1031,"The Star and Working Man's Guardian (Parramatta, NSW : 1844 - 1845)",http://nla.gov.au/nla.news-title1031,158,996,15.863453815261044
958,The Melbourne Leader (Vic. : 1861),http://nla.gov.au/nla.news-title958,350,2204,15.88021778584392
1039,"The Voice of Jacob. or, the Hebrews' Monthly Miscellany (Sydney, NSW : 1842)",http://nla.gov.au/nla.news-title1039,7,44,15.909090909090908
666,"Woroni (Canberra, ACT : 1950 - 2007)",http://nla.gov.au/nla.news-title666,3445,21633,15.924744603152591
252,"The Dawn (Sydney, NSW : 1888 - 1905)",http://nla.gov.au/nla.news-title252,1706,10711,15.927551115675472
1062,Dalby Herald and Western Queensland Advertiser (Qld. : 1866 - 1879),http://nla.gov.au/nla.news-title1062,2924,18296,15.981635330126803
13,"The Argus (Melbourne, Vic. : 1848 - 1957)",http://nla.gov.au/nla.news-title13,833401,5182264,16.081793594459874
1232,"The Austral-Asiatic Review, Tasmanian and Australian Advertiser (Hobart Town, Tas. : 1837 - 1844)",http://nla.gov.au/nla.news-title1232,1167,7239,16.1210111893908
134,"Traralgon Record and Morwell, Mirboo,Toongabbie, Heyfield,Tyers and Callignee Advertiser (Traralgon, Vic. : 1883 - 1886)",http://nla.gov.au/nla.news-title134,508,3139,16.18349792927684
71,"Illustrated Australian News (Melbourne, Vic. : 1890 - 1896)",http://nla.gov.au/nla.news-title71,246,1514,16.248348745046233
47,"Army News (Darwin, NT : 1941 - 1946)",http://nla.gov.au/nla.news-title47,9521,58384,16.307550013702386
1754,"Social Wealth  (Perth, WA : 1934)",http://nla.gov.au/nla.news-title1754,18,110,16.363636363636363
864,"Hobarton Guardian, or, True Friend of Tasmania (Hobart, Tas. : 1847 - 1854)",http://nla.gov.au/nla.news-title864,2292,13729,16.694588098186323
412,Wagga Wagga Advertiser and Riverine Reporter (NSW : 1868 - 1875),http://nla.gov.au/nla.news-title412,2986,17870,16.709569110240626
317,Maryborough and Dunolly Advertiser (Vic. : 1857 - 1867 ; 1914 - 1918),http://nla.gov.au/nla.news-title317,11131,66436,16.754470467818653
1561,"The Temperance Advocate (Perth, WA : 1882)",http://nla.gov.au/nla.news-title1561,26,155,16.7741935483871
1041,"The Tasmanian Colonist (Hobart Town, Tas. : 1851 - 1855)",http://nla.gov.au/nla.news-title1041,1610,9569,16.825164594001464
164,"The Australian Home Companion and Band of Hope Journal (Sydney, NSW : 1859 - 1861)",http://nla.gov.au/nla.news-title164,281,1670,16.826347305389223
158,"The Leven Lever (Ulverstone, Tas. : 1919 - 1920)",http://nla.gov.au/nla.news-title158,30,178,16.853932584269664
962,The Walcha News (NSW : 1932 - 1935),http://nla.gov.au/nla.news-title962,1629,9639,16.900093370681606
200,"The Elsternwick Leader and Caulfield and Balaclava Guardian (Brighton, Vic. : 1887)",http://nla.gov.au/nla.news-title200,8,47,17.02127659574468
354,The Newcastle Chronicle (NSW : 1866 - 1876),http://nla.gov.au/nla.news-title354,6800,39930,17.029802153769097
263,"North Australian and Queensland General Advertiser (Ipswich, Qld. : 1862 - 1863)",http://nla.gov.au/nla.news-title263,850,4983,17.057997190447523
105,"Illustrated Australian News and Musical Times (Melbourne, Vic. : 1889 - 1890)",http://nla.gov.au/nla.news-title105,170,996,17.06827309236948
111,"The North Australian and Northern Territory Government Gazette (Darwin, NT : 1889 - 1890)",http://nla.gov.au/nla.news-title111,192,1122,17.11229946524064
98,"West Australian Sunday Times (Perth, WA : 1897 - 1902)",http://nla.gov.au/nla.news-title98,2333,13616,17.134253819036427
99,"Western Argus (Kalgoorlie, WA : 1894 - 1895)",http://nla.gov.au/nla.news-title99,252,1460,17.26027397260274
1651,"The North Midland Times (Moora, WA : 1933 - 1954)",http://nla.gov.au/nla.news-title1651,14628,84702,17.269958206417794
1018,Parramatta Chronicle and Cumberland General Advertiser (NSW : 1843 - 1845),http://nla.gov.au/nla.news-title1018,304,1753,17.341699942954936
381,"Examiner (Kiama, NSW : 1859 - 1862)",http://nla.gov.au/nla.news-title381,1177,6683,17.611850965135417
569,Hopetoun Courier and Mallee Pioneer (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title569,1165,6602,17.64616782793093
937,The Port Phillip Patriot and Morning Advertiser (Vic. : 1845 - 1848),http://nla.gov.au/nla.news-title937,2866,16209,17.681534949719293
626,Clear Hills Standard and Daysdale and Saverneke Times (NSW : 1914),http://nla.gov.au/nla.news-title626,8,45,17.77777777777778
91,Rockhampton Bulletin (Qld. : 1871 - 1878),http://nla.gov.au/nla.news-title91,6870,38493,17.84740082612423
1331,"South Australian Record and Australasian and South African Chronicle (London, England : 1840 - 1841)",http://nla.gov.au/nla.news-title1331,176,984,17.88617886178862
1015,Sydney Free Press (NSW : 1841 - 1842),http://nla.gov.au/nla.news-title1015,461,2576,17.895962732919255
60,Cairns Post (Qld. : 1884 - 1893),http://nla.gov.au/nla.news-title60,4750,26483,17.93603443718612
112,The Australian Women's Weekly (1933 - 1982),http://nla.gov.au/nla.news-title112,71351,395052,18.061166631228296
383,"The Telegraph, St Kilda, Prahran and South Yarra Guardian (Vic. : 1864 - 1888)",http://nla.gov.au/nla.news-title383,5737,31743,18.073275997857795
122,"Mercury (Fitzroy, Vic. : 1875 - 1877)",http://nla.gov.au/nla.news-title122,455,2502,18.18545163868905
1467,"The Citizen (Sydney, NSW : 1846 - 1847)",http://nla.gov.au/nla.news-title1467,73,396,18.434343434343432
394,Twofold Bay and Maneroo Observer (NSW : 1860),http://nla.gov.au/nla.news-title394,80,430,18.6046511627907
151,North Melbourne Advertiser (Vic. : 1873 - 1894),http://nla.gov.au/nla.news-title151,4119,22130,18.6127428829643
1012,"The Colonial Observer (Sydney, NSW : 1841 - 1844)",http://nla.gov.au/nla.news-title1012,828,4443,18.63605671843349
550,Creswick Advertiser (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title550,3095,16528,18.725798644724104
1339,South Australian Free Press (SA : 1853 - 1854),http://nla.gov.au/nla.news-title1339,89,472,18.85593220338983
150,South Bourke Standard (Vic. : 1861 - 1873),http://nla.gov.au/nla.news-title150,1782,9443,18.87112146563592
428,The Record and Emerald Hill and Sandridge Advertiser (Vic. : 1872 - 1881),http://nla.gov.au/nla.news-title428,1359,7173,18.946047678795484
223,The Benalla Ensign and Farmer's and Squatter's Journal (Vic. : 1869 - 1872),http://nla.gov.au/nla.news-title223,615,3229,19.046144317126046
70,"Illustrated Australian News (Melbourne, Vic. : 1876 - 1889)",http://nla.gov.au/nla.news-title70,1471,7689,19.131226427363767
1029,"The Sentinel (Sydney, NSW : 1845 - 1848)",http://nla.gov.au/nla.news-title1029,820,4279,19.163355924281376
1565,The Northern Producer and Morawa and District Advertiser (WA : 1930 - 1947),http://nla.gov.au/nla.news-title1565,13971,72445,19.284974808475393
1034,The Sydney Record (NSW : 1843 - 1844),http://nla.gov.au/nla.news-title1034,102,528,19.318181818181817
1037,"The Temperance Advocate and Australasian Commercial and Agricultural Intelligencer (Sydney, NSW : 1840 - 1841)",http://nla.gov.au/nla.news-title1037,233,1200,19.416666666666664
1473,The Sydney Standard and Colonial Advocate (NSW : 1839),http://nla.gov.au/nla.news-title1473,150,772,19.4300518134715
264,"The North Australian (Brisbane, Qld. : 1863 - 1865)",http://nla.gov.au/nla.news-title264,1045,5314,19.665035754610464
1313,The Mullewa Mail (WA : 1921 - 1947),http://nla.gov.au/nla.news-title1313,21932,110022,19.934194979185982
1427,Mullewa Magnet and Perenjori-Morawa Advertiser (WA : 1927 - 1931),http://nla.gov.au/nla.news-title1427,3342,16731,19.97489689797382
1569,"The Great North-West (Perth, WA : 1904)",http://nla.gov.au/nla.news-title1569,13,65,20.0
1032,"The Star (Sydney, NSW : 1845 - 1846)",http://nla.gov.au/nla.news-title1032,72,360,20.0
170,"The Cornwall Chronicle (Launceston, Tas. : 1835 - 1880)",http://nla.gov.au/nla.news-title170,32835,163791,20.046889023206404
707,Weekly Times Annual (Vic. : 1914 - 1918),http://nla.gov.au/nla.news-title707,65,324,20.061728395061728
857,"Circular Head Chronicle (Stanley, Tas. : 1906 - 1954)",http://nla.gov.au/nla.news-title857,20474,101423,20.18674265206117
527,"Record (Emerald Hill, Vic. : 1868 - 1872)",http://nla.gov.au/nla.news-title527,639,3160,20.22151898734177
214,"Oakleigh Leader and District Record (Brighton, Vic. : 1887 - 1888)",http://nla.gov.au/nla.news-title214,117,577,20.27729636048527
1386,"Japanese Perth Times (Subiaco, WA : 1989 - 1996)",http://nla.gov.au/nla.news-title1386,916,4498,20.364606491774122
257,"The Darling Downs Gazette and General Advertiser (Toowoomba, Qld. : 1858 - 1880)",http://nla.gov.au/nla.news-title257,13338,65268,20.435741864313293
353,The Newcastle Chronicle and Hunter River District News (NSW : 1859 - 1866),http://nla.gov.au/nla.news-title353,2816,13778,20.438380026128613
67,"Empire (Sydney, NSW : 1850 - 1875)",http://nla.gov.au/nla.news-title67,68847,336526,20.45815182185032
1026,"The New South Wales Examiner (Sydney, NSW : 1842)",http://nla.gov.au/nla.news-title1026,278,1358,20.471281296023562
1536,"Liberty (Fremantle, WA : 1891 - 1892)",http://nla.gov.au/nla.news-title1536,34,166,20.481927710843372
1160,The Warialda Watchman (NSW : 1899),http://nla.gov.au/nla.news-title1160,59,288,20.48611111111111
126,"Kilmore Free Press and Counties of Bourke and Dalhousie Advertiser (Kilmore, Vic. : 1865 - 1868)",http://nla.gov.au/nla.news-title126,714,3480,20.517241379310345
386,"The Herald (Fremantle, WA : 1867 - 1886)",http://nla.gov.au/nla.news-title386,5044,24560,20.537459283387623
1488,Bangkok Recorder (Thailand : 1865 - 1867),http://nla.gov.au/nla.news-title1488,344,1669,20.61114439784302
1587,"The News (Shoalhaven, NSW : 1867)",http://nla.gov.au/nla.news-title1587,11,53,20.754716981132077
1194,The Fremantle Mail (WA : 1903 - 1904),http://nla.gov.au/nla.news-title1194,894,4303,20.77620264931443
1231,"Tasmanian Weekly Dispatch (Hobart Town, Tas. : 1839 - 1841)",http://nla.gov.au/nla.news-title1231,352,1693,20.791494388659185
1579,The Mildura and Merbein Sun (Vic. : 1921),http://nla.gov.au/nla.news-title1579,298,1432,20.810055865921786
173,Geraldton Guardian (WA : 1906 - 1928),http://nla.gov.au/nla.news-title173,35506,170547,20.818894498290792
1054,"The Colonial Mining Journal, Railway and Share Gazette and Illustrated Record (Melbourne, Vic. : 1859 - 1861)",http://nla.gov.au/nla.news-title1054,257,1232,20.86038961038961
1013,"Commercial Journal and Advertiser (Sydney, NSW : 1835 - 1840)",http://nla.gov.au/nla.news-title1013,1763,8449,20.866374718901646
